longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.21,37.78,46.0,2239.0,508.0,1390.0,569.0,2.7352,137300.0
-118.16,34.09,52.0,1722.0,448.0,1122.0,425.0,3.1204,224000.0
-120.41,36.77,24.0,1335.0,312.0,1180.0,267.0,1.947,68900.0
-124.09,40.44,38.0,2220.0,426.0,1041.0,401.0,2.3947,70500.0
-120.95,37.61,17.0,4054.0,654.0,2034.0,667.0,4.6833,142200.0
-119.25,34.27,46.0,679.0,159.0,382.0,143.0,3.5,221200.0
-118.0,34.12,42.0,870.0,170.0,546.0,164.0,4.625,173800.0
-121.94,38.41,15.0,1263.0,211.0,665.0,208.0,4.5,260900.0
-117.92,33.62,37.0,2038.0,379.0,837.0,381.0,5.2416,471300.0
-118.15,33.95,31.0,1053.0,230.0,686.0,211.0,4.0,263200.0
-118.28,34.05,41.0,1788.0,774.0,2931.0,702.0,1.4413,158900.0
-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,4.1141,305000.0
-116.94,33.74,19.0,2901.0,445.0,1414.0,475.0,4.6406,118900.0
-118.09,33.97,35.0,2664.0,541.0,2033.0,491.0,3.7326,164300.0
-121.83,37.32,17.0,1887.0,664.0,1906.0,597.0,2.5652,165300.0
-117.49,33.99,21.0,2050.0,392.0,1153.0,336.0,4.84,116400.0
-117.01,32.7,7.0,2327.0,490.0,1304.0,445.0,3.3553,132200.0
-122.06,37.88,34.0,4781.0,703.0,1879.0,714.0,6.5378,340900.0
-122.27,37.87,30.0,1465.0,439.0,862.0,425.0,1.7778,268800.0
-120.87,37.07,26.0,2036.0,401.0,1343.0,414.0,3.6331,88600.0
-122.2,37.47,37.0,1403.0,369.0,1587.0,331.0,2.8258,232800.0
-121.35,38.66,8.0,3322.0,805.0,1694.0,774.0,2.7011,130700.0
-122.12,37.68,40.0,1553.0,253.0,724.0,267.0,4.38,196400.0
